"OBJECTID";"country";"wardcode";"wardname";"designated";"status";"survyear";"percancov";"standerr";"numpts";"warea"
292;"England";"E05000409";"Norbiton";"Urban";"Completed";2022;10.33;1.76;300;1347720.0
293;"England";"E05000410";"Old Malden";"Urban";"Completed";2021;14.93;1.89;355;1800910.0
294;"England";"E05000411";"St James";"Urban";"Completed";2021;12.2;1.79;336;2166780.0
295;"England";"E05000412";"St Marks";"Urban";"Completed";2021;13.67;1.98;300;1376380.0
296;"England";"E05000413";"Surbiton Hill";"Urban";"Completed";2021;23.33;2.44;300;1665550.0
297;"England";"E05000414";"Tolworth and Hook Rise";"Urban";"Completed";2021;13.51;1.99;296;2595790.0
298;"England";"E05000415";"Tudor";"Urban";"Completed";2021;15.14;1.92;350;1583190.0
299;"England";"E05000416";"Bishops";"Urban";"Completed";2019;11.0;1.81;300;1237450.0
300;"England";"E05000417";"Brixton Hill";"Urban";"Completed";2019;13.4;1.97;300;1131630.0
301;"England";"E05000418";"Clapham Common";"Urban";"Completed";2019;17.0;2.17;300;1339040.0
302;"England";"E05000419";"Clapham Town";"Urban";"Completed";2019;13.7;1.98;300;1119330.0
303;"England";"E05000420";"Coldharbour";"Urban";"Completed";2019;16.0;2.12;300;1208470.0
304;"England";"E05000421";"Ferndale";"Urban";"Completed";2019;12.8;1.93;300;851028.0
305;"England";"E05000422";"Gipsy Hill";"Urban";"Completed";2019;21.3;2.37;300;1571160.0
306;"England";"E05000423";"Herne Hill";"Urban";"Completed";2019;18.7;2.25;300;2031090.0
307;"England";"E05000424";"Knights Hill";"Urban";"Completed";2019;17.3;2.19;300;1472140.0
308;"England";"E05000425";"Larkhall";"Urban";"Completed";2019;17.3;2.19;300;1061630.0
309;"England";"E05000426";"Oval";"Urban";"Completed";2019;10.0;1.73;300;1242200.0
310;"England";"E05000427";"Princes";"Urban";"Completed";2019;10.0;1.73;300;1063150.0
311;"England";"E05000428";"St Leonards";"Urban";"Completed";2019;15.0;2.06;300;1448240.0
312;"England";"E05000429";"Stockwell";"Urban";"Completed";2019;14.7;2.04;300;867072.0
313;"England";"E05000430";"Streatham Hill";"Urban";"Completed";2019;20.3;2.32;300;1271070.0
314;"England";"E05000431";"Streatham South";"Urban";"Completed";2019;18.3;2.23;300;1698660.0
315;"England";"E05000432";"Streatham Wells";"Urban";"Completed";2019;17.0;2.17;300;1450280.0
316;"England";"E05000433";"Thornton";"Urban";"Completed";2019;13.0;1.9;300;1077970.0
317;"England";"E05000434";"Thurlow Park";"Urban";"Completed";2019;20.3;2.32;300;1515330.0
318;"England";"E05000435";"Tulse Hill";"Urban";"Completed";2019;22.8;1.88;500;1032300.0
319;"England";"E05000436";"Vassall";"Urban";"Completed";2019;15.0;2.06;300;1130110.0
320;"England";"E05000437";"Bellingham";"Urban";"Completed";2020;24.0;2.47;300;3085630.0
321;"England";"E05000438";"Blackheath";"Urban";"Completed";2020;23.26;2.44;301;2318830.0
322;"England";"E05000439";"Brockley";"Urban";"Completed";2020;26.33;2.54;300;1682340.0
323;"England";"E05000440";"Catford South";"Urban";"Completed";2020;17.33;2.19;300;1867080.0
324;"England";"E05000441";"Crofton Park";"Urban";"Completed";2020;19.0;2.26;300;1720160.0
325;"England";"E05000442";"Downham";"Urban";"Completed";2020;17.0;2.17;300;2382500.0
326;"England";"E05000443";"Evelyn";"Urban";"Completed";2020;14.0;2.0;300;1622870.0
327;"England";"E05000444";"Forest Hill";"Urban";"Completed";2019;25.3;2.51;300;1828410.0
328;"England";"E05000445";"Grove Park";"Urban";"Completed";2020;19.0;2.26;300;2393580.0
329;"England";"E05000446";"Ladywell";"Urban";"Completed";2020;26.0;2.53;300;1606470.0
330;"England";"E05000447";"Lee Green";"Urban";"Completed";2020;19.0;2.26;300;1798940.0
331;"England";"E05000448";"Lewisham Central";"Urban";"Completed";2020;21.33;2.37;300;2062610.0
332;"England";"E05000449";"New Cross";"Urban";"Completed";2020;13.0;1.94;300;1797630.0
333;"England";"E05000450";"Perry Vale";"Urban";"Completed";2020;26.33;2.54;300;1685000.0
334;"England";"E05000451";"Rushey Green";"Urban";"Completed";2020;16.05;2.12;299;1785770.0
335;"England";"E05000452";"Sydenham";"Urban";"Completed";2019;20.7;2.34;300;1744260.0
336;"England";"E05000453";"Telegraph Hill";"Urban";"Completed";2020;21.33;2.37;300;1546820.0
337;"England";"E05000454";"Whitefoot";"Urban";"Completed";2020;18.33;2.23;300;2230670.0
338;"England";"E05000455";"Abbey";"Urban";"Completed";2021;10.93;1.8;302;1393800.0
339;"England";"E05000456";"Cannon Hill";"Urban";"Completed";2021;10.84;1.97;249;2224300.0
340;"England";"E05000457";"Colliers Wood";"Urban";"Completed";2021;15.06;2.03;312;1111360.0
341;"England";"E05000458";"Cricket Green";"Urban";"Completed";2019;17.8;1.56;600;2996590.0
342;"England";"E05000459";"Dundonald";"Urban";"Completed";2021;14.33;2.02;300;1152440.0
343;"England";"E05000460";"Figges Marsh";"Urban";"Completed";2019;9.36;1.68;299;1142370.0
344;"England";"E05000461";"Graveney";"Urban";"Completed";2019;9.0;1.65;300;882870.0
345;"England";"E05000462";"Hillside";"Urban";"Completed";2021;17.33;1.65;525;1189450.0
346;"England";"E05000463";"Lavender Fields";"Urban";"Completed";2019;11.0;1.81;300;1180100.0
347;"England";"E05000464";"Longthornton";"Urban";"Completed";2019;7.33;1.51;300;1483970.0
348;"England";"E05000465";"Lower Morden";"Urban";"Completed";2021;12.41;1.17;798;1804490.0
349;"England";"E05000466";"Merton Park";"Urban";"Completed";2021;15.13;1.95;337;1814870.0
350;"England";"E05000467";"Pollards Hill";"Urban";"Completed";2019;20.7;1.65;600;2164080.0
351;"England";"E05000468";"Ravensbury";"Urban";"Completed";2022;16.23;1.65;499;1840240.0
352;"England";"E05000469";"Raynes Park";"Urban";"Completed";2021;20.28;1.95;424;1857260.0
353;"England";"E05000470";"St Helier";"Urban";"Completed";2021;18.0;2.22;300;1846000.0
354;"England";"E05000471";"Trinity";"Urban";"Completed";2021;12.44;1.56;450;1076440.0
355;"England";"E05000472";"Village";"Urban";"Completed";2021;40.02;1.63;907;6215370.0
356;"England";"E05000473";"West Barnes";"Urban";"Completed";2021;9.22;1.3;499;1952430.0
357;"England";"E05000474";"Wimbledon Park";"Urban";"Completed";2021;17.82;1.33;825;2311000.0
358;"England";"E05000475";"Beckton";"Urban";"Completed";2020;9.97;1.73;301;5546620.0
359;"England";"E05000476";"Boleyn";"Urban";"Completed";2020;8.28;1.59;302;917424.0
360;"England";"E05000477";"Canning Town North";"Urban";"Completed";2020;11.14;1.68;350;2460170.0
361;"England";"E05000478";"Canning Town South";"Urban";"Completed";2020;6.35;1.41;299;1686330.0
362;"England";"E05000479";"Custom House";"Urban";"Completed";2020;15.89;2.1;302;2063980.0
363;"England";"E05000480";"East Ham Central";"Urban";"Completed";2020;10.26;1.75;302;1032250.0
364;"England";"E05000481";"East Ham North";"Urban";"Completed";2020;11.33;1.83;300;904854.0
365;"England";"E05000482";"East Ham South";"Urban";"Completed";2020;15.61;2.09;301;1792020.0
366;"England";"E05000483";"Forest Gate North";"Urban";"Completed";2020;13.58;1.97;302;1247990.0
367;"England";"E05000484";"Forest Gate South";"Urban";"Completed";2020;13.33;1.96;300;1191450.0
368;"England";"E05000485";"Green Street East";"Urban";"Completed";2020;8.33;1.6;300;746497.0
369;"England";"E05000486";"Green Street West";"Urban";"Completed";2020;8.67;1.62;300;802994.0
370;"England";"E05000487";"Little Ilford";"Urban";"Completed";2020;22.07;2.4;299;1900100.0
371;"England";"E05000488";"Manor Park";"Urban";"Completed";2020;15.33;2.08;300;1335190.0
372;"England";"E05000489";"Plaistow North";"Urban";"Completed";2020;9.97;1.73;301;984451.0
373;"England";"E05000490";"Plaistow South";"Urban";"Completed";2020;16.33;2.13;300;1384860.0
374;"England";"E05000491";"Royal Docks";"Urban";"Completed";2020;3.72;1.01;349;3308590.0
375;"England";"E05000492";"Stratford and New Town";"Urban";"Completed";2020;7.49;1.5;307;4190970.0
376;"England";"E05000493";"Wall End";"Urban";"Completed";2020;5.13;1.25;312;1377070.0
377;"England";"E05000494";"West Ham";"Urban";"Completed";2020;15.06;2.03;312;1337320.0
378;"England";"E05000516";"Barnes";"Urban";"Completed";2020;18.5;1.59;600;2646760.0
379;"England";"E05000517";"East Sheen";"Urban";"Completed";2020;22.67;1.71;600;5835620.0
380;"England";"E05000518";"Fulwell and Hampton Hill";"Urban";"Completed";2019;21.2;1.83;499;1918510.0
381;"England";"E05000519";"Ham Petersham and Richmond Riverside";"Urban";"Completed";2019;39.4;1.98;611;9255150.0
382;"England";"E05000520";"Hampton";"Urban";"Completed";2019;20.7;1.82;497;6880390.0
383;"England";"E05000521";"Hampton North";"Urban";"Completed";2021;9.33;1.19;600;1950640.0
384;"England";"E05000522";"Hampton Wick";"Urban";"Completed";2021;15.5;1.48;600;2742330.0
385;"England";"E05000523";"Heathfield";"Urban";"Completed";2020;15.5;1.48;600;1911350.0
386;"England";"E05000524";"Kew";"Urban";"Completed";2020;29.5;1.86;600;3301920.0
387;"England";"E05000525";"Mortlake and Barnes Common";"Urban";"Completed";2020;28.67;1.85;600;1843730.0
388;"England";"E05000526";"North Richmond";"Urban";"Completed";2020;17.33;1.55;600;2716810.0
389;"England";"E05000527";"St Margarets and North Twickenham";"Urban";"Completed";2020;17.79;1.57;596;1968220.0
390;"England";"E05000528";"South Richmond";"Urban";"Completed";2019;21.0;1.82;500;2661120.0
391;"England";"E05000529";"South Twickenham";"Urban";"Completed";2020;18.0;1.57;600;1691110.0
392;"England";"E05000530";"Teddington";"Urban";"Completed";2019;27.3;1.99;499;4269020.0
393;"England";"E05000531";"Twickenham Riverside";"Urban";"Completed";2020;21.83;1.69;600;1752460.0
394;"England";"E05000532";"West Twickenham";"Urban";"Completed";2021;14.0;1.42;600;2459580.0
395;"England";"E05000533";"Whitton";"Urban";"Completed";2020;13.0;1.37;600;1626670.0
396;"England";"E05000555";"Beddington North";"Urban";"Completed";2021;13.0;1.94;300;4989870.0
397;"England";"E05000556";"Beddington South";"Urban";"Completed";2021;19.0;2.26;300;3062160.0
398;"England";"E05000557";"Belmont";"Urban";"Completed";2021;19.0;2.26;300;2334160.0
399;"England";"E05000558";"Carshalton Central";"Urban";"Completed";2021;19.0;2.26;300;2024590.0
400;"England";"E05000559";"Carshalton South and Clockhouse";"Urban";"Completed";2021;23.67;2.45;300;7055940.0
401;"England";"E05000560";"Cheam";"Urban";"Completed";2021;18.06;2.22;299;3931850.0
402;"England";"E05000561";"Nonsuch";"Urban";"Completed";2021;18.0;2.22;300;1907780.0
403;"England";"E05000562";"St Helier";"Urban";"Completed";2021;8.03;1.57;299;1497230.0
404;"England";"E05000563";"Stonecot";"Urban";"Completed";2021;11.67;1.85;300;1984370.0
405;"England";"E05000564";"Sutton Central";"Urban";"Completed";2021;11.67;1.85;300;1310930.0
406;"England";"E05000565";"Sutton North";"Urban";"Completed";2021;18.0;2.22;300;1874370.0
407;"England";"E05000566";"Sutton South";"Urban";"Completed";2021;21.67;2.38;300;1272070.0
408;"England";"E05000567";"Sutton West";"Urban";"Completed";2021;17.0;2.17;300;1782810.0
409;"England";"E05000568";"The Wrythe";"Urban";"Completed";2021;17.0;2.17;300;1484120.0
410;"England";"E05000569";"Wallington North";"Urban";"Completed";2021;16.67;2.15;300;1619840.0
411;"England";"E05000570";"Wallington South";"Urban";"Completed";2021;18.75;2.24;304;1718630.0
412;"England";"E05000571";"Wandle Valley";"Urban";"Completed";2021;21.19;2.35;302;2054390.0
413;"England";"E05000572";"Worcester Park";"Urban";"Completed";2021;13.67;1.98;300;1957830.0
414;"England";"E05000590";"Cann Hall";"Urban";"Completed";2020;11.67;1.85;300;858110.0
415;"England";"E05000591";"Cathall";"Urban";"Completed";2020;11.32;1.78;318;1057400.0
416;"England";"E05000592";"Chapel End";"Urban";"Completed";2020;15.7;2.1;300;1850630.0
417;"England";"E05000593";"Chingford Green";"Urban";"Completed";2020;36.0;2.77;300;3727670.0
418;"England";"E05000594";"Endlebury";"Urban";"Completed";2020;14.0;2.0;300;1949610.0
419;"England";"E05000595";"Forest";"Urban";"Completed";2020;31.15;2.65;305;1986480.0
420;"England";"E05000596";"Grove Green";"Urban";"Completed";2020;10.0;1.73;300;896054.0
421;"England";"E05000597";"Hale End and Highams Park";"Urban";"Completed";2020;39.71;2.62;350;2347490.0
422;"England";"E05000598";"Hatch Lane";"Urban";"Completed";2020;29.9;2.64;301;2416900.0
423;"England";"E05000599";"High Street";"Urban";"Completed";2019;9.7;1.71;300;3059910.0
424;"England";"E05000600";"Higham Hill";"Urban";"Completed";2019;7.67;1.54;300;3222230.0
425;"England";"E05000601";"Hoe Street";"Urban";"Completed";2020;18.7;2.25;300;1100350.0
426;"England";"E05000602";"Larkswood";"Urban";"Completed";2020;23.71;2.27;350;2066240.0
427;"England";"E05000603";"Lea Bridge";"Urban";"Completed";2020;10.7;1.78;300;2647760.0
428;"England";"E05000604";"Leyton";"Urban";"Completed";2020;5.65;1.33;301;2032770.0
429;"England";"E05000605";"Leytonstone";"Urban";"Completed";2020;15.33;2.08;300;1306220.0
430;"England";"E05000606";"Markhouse";"Urban";"Completed";2020;13.7;1.98;300;1457570.0
431;"England";"E05000607";"Valley";"Urban";"Completed";2020;11.0;1.81;300;1985470.0
432;"England";"E05000608";"William Morris";"Urban";"Completed";2019;18.4;1.99;380;999477.0
433;"England";"E05000609";"Wood Street";"Urban";"Completed";2020;32.95;2.25;349;1850560.0
434;"England";"E05000610";"Balham";"Urban";"Completed";2019;9.0;1.65;300;1212190.0
435;"England";"E05000611";"Bedford";"Urban";"Completed";2019;25.3;2.51;300;1805490.0
436;"England";"E05000612";"Earlsfield";"Urban";"Completed";2022;15.14;1.86;370;1403970.0
437;"England";"E05000613";"East Putney";"Urban";"Completed";2021;25.67;2.52;300;1610970.0
438;"England";"E05000614";"Fairfield";"Urban";"Completed";2021;13.33;1.96;300;1387380.0
439;"England";"E05000615";"Furzedown";"Urban";"Completed";2019;18.7;2.26;300;1415810.0
440;"England";"E05000616";"Graveney";"Urban";"Completed";2021;14.0;2.0;300;1011550.0
441;"England";"E05000617";"Latchmere";"Urban";"Completed";2020;19.0;1.18;1100;1083690.0
442;"England";"E05000618";"Nightingale";"Urban";"Completed";2021;11.71;1.72;350;1232460.0
443;"England";"E05000619";"Northcote";"Urban";"Completed";2019;15.0;2.06;300;1675990.0
444;"England";"E05000620";"Queenstown";"Urban";"Completed";2019;17.0;2.17;300;2893450.0
445;"England";"E05000621";"Roehampton and Putney Heath";"Urban";"Completed";2021;38.67;2.81;300;4426000.0
446;"England";"E05000622";"St Marys Park";"Urban";"Completed";2020;16.57;1.99;350;1083420.0
447;"England";"E05000623";"Shaftesbury";"Urban";"Completed";2019;9.67;1.71;300;948220.0
448;"England";"E05000624";"Southfields";"Urban";"Completed";2021;14.0;2.0;300;1525310.0
449;"England";"E05000625";"Thamesfield";"Urban";"Completed";2021;16.0;1.95;350;1660310.0
450;"England";"E05000626";"Tooting";"Urban";"Completed";2021;12.0;1.88;300;1600850.0
451;"England";"E05000627";"Wandsworth Common";"Urban";"Completed";2021;18.0;2.22;300;2766090.0
452;"England";"E05000628";"West Hill";"Urban";"Completed";2021;22.33;2.4;300;1686360.0
453;"England";"E05000629";"West Putney";"Urban";"Completed";2021;22.67;2.42;300;1848310.0
454;"England";"E05000630";"Abbey Road";"Urban";"Completed";2020;26.0;1.96;500;1095330.0
455;"England";"E05000631";"Bayswater";"Urban";"Completed";2020;13.5;1.71;400;519715.0
456;"England";"E05000632";"Bryanston and Dorset Square";"Urban";"Completed";2019;9.67;1.71;300;723480.0
457;"England";"E05000633";"Churchill";"Urban";"Completed";2019;11.0;1.81;300;516100.0
458;"England";"E05000634";"Church Street";"Urban";"Completed";2020;11.4;2.6;150;442849.0
459;"England";"E05000635";"Harrow Road";"Urban";"Completed";2020;13.0;1.68;400;496014.0
460;"England";"E05000636";"Hyde Park";"Urban";"Completed";2019;13.0;1.95;300;955467.0
461;"England";"E05000637";"Knightsbridge and Belgravia";"Urban";"Completed";2019;25.7;2.52;300;3595650.0
462;"England";"E05000638";"Lancaster Gate";"Urban";"Completed";2019;16.0;2.12;300;631066.0
463;"England";"E05000639";"Little Venice";"Urban";"Completed";2020;24.67;2.03;450;637579.0
464;"England";"E05000640";"Maida Vale";"Urban";"Completed";2020;22.44;1.97;450;646406.0
465;"England";"E05000641";"Marylebone High Street";"Urban";"Completed";2020;8.5;1.39;400;1001450.0
466;"England";"E05000642";"Queens Park";"Urban";"Completed";2020;11.0;1.81;300;584046.0
467;"England";"E05000643";"Regents Park";"Urban";"Completed";2020;28.0;2.01;500;2256630.0
468;"England";"E05000644";"St Jamess";"Urban";"Completed";2019;20.3;2.32;300;3193530.0
469;"England";"E05000645";"Tachbrook";"Urban";"Completed";2019;12.4;1.47;500;354010.0
470;"England";"E05000646";"Vincent Square";"Urban";"Completed";2019;9.67;1.71;300;594856.0
471;"England";"E05000647";"Warwick";"Urban";"Completed";2019;11.0;1.81;300;573765.0
472;"England";"E05000648";"Westbourne";"Urban";"Completed";2020;23.33;1.99;450;676705.0
473;"England";"E05000649";"West End";"Urban";"Completed";2019;5.0;1.26;300;2000460.0
4276;"England";"E05009288";"Aldersgate";"Urban";"Completed";2019;11.7;0.99;1050;97990.1
4277;"England";"E05009289";"Aldgate";"Urban";"Completed";2020;0.86;0.5;347;112346.0
4278;"England";"E05009290";"Bassishaw";"Urban";"Completed";2020;5.33;1.3;300;106614.0
4279;"England";"E05009291";"Billingsgate";"Urban";"Completed";2020;3.33;1.04;300;81251.9
4280;"England";"E05009292";"Bishopsgate";"Urban";"Completed";2020;1.67;0.75;300;253943.0
4281;"England";"E05009293";"Bread Street";"Urban";"Completed";2019;7.42;0.99;701;87972.4
4282;"England";"E05009294";"Bridge";"Urban";"Completed";2019;2.0;0.62;501;70100.1
4283;"England";"E05009295";"Broad Street";"Urban";"Completed";2020;2.38;0.97;252;81589.6
4284;"England";"E05009296";"Candlewick";"Urban";"Completed";2019;0.5;0.35;401;52104.5
4285;"England";"E05009297";"Castle Baynard";"Urban";"Completed";2019;3.67;1.09;300;289620.0
4286;"England";"E05009298";"Cheap";"Urban";"Completed";2019;1.4;0.53;501;91643.0
4287;"England";"E05009299";"Coleman Street";"Urban";"Completed";2020;5.0;1.26;300;150651.0
4288;"England";"E05009300";"Cordwainer";"Urban";"Completed";2019;1.0;0.58;300;59666.9
4289;"England";"E05009301";"Cornhill";"Urban";"Completed";2020;0.98;0.57;306;64806.9
4290;"England";"E05009302";"Cripplegate";"Urban";"Completed";2020;5.33;1.3;300;127209.0
4291;"England";"E05009303";"Dowgate";"Urban";"Completed";2019;4.2;0.9;500;70635.5
4292;"England";"E05009304";"Farringdon Within";"Urban";"Completed";2019;3.67;1.09;300;243847.0
4293;"England";"E05009305";"Farringdon Without";"Urban";"Completed";2019;6.67;1.44;300;307339.0
4294;"England";"E05009306";"Langbourn";"Urban";"Completed";2020;0.0;0.0;300;51950.6
4295;"England";"E05009307";"Lime Street";"Urban";"Completed";2020;5.42;1.42;248;50971.4
4296;"England";"E05009308";"Portsoken";"Urban";"Completed";2020;9.84;1.87;254;62903.5
4297;"England";"E05009309";"Queenhithe";"Urban";"Completed";2019;3.14;0.93;350;43645.5
4298;"England";"E05009310";"Tower";"Urban";"Completed";2020;2.92;0.97;308;191390.0
4299;"England";"E05009311";"Vintry";"Urban";"Completed";2019;3.43;0.97;350;79988.5
4300;"England";"E05009312";"Walbrook";"Urban";"Completed";2020;0.67;0.47;300;74766.2
4303;"England";"E05009317";"Bethnal Green";"Urban";"Completed";2020;17.38;2.17;305;1213940.0
4304;"England";"E05009318";"Blackwall  Cubitt Town";"Rural";"Completed";2020;8.97;1.65;301;1355780.0
4305;"England";"E05009319";"Bow East";"Urban";"Completed";2020;20.33;2.32;300;1866750.0
4306;"England";"E05009320";"Bow West";"Urban";"Completed";2020;24.33;2.48;300;1343700.0
4307;"England";"E05009321";"Bromley North";"Urban";"Completed";2020;11.0;1.81;300;606751.0
4308;"England";"E05009322";"Bromley South";"Urban";"Completed";2020;13.25;1.9;302;688133.0
4309;"England";"E05009323";"Canary Wharf";"Urban";"Completed";2020;5.0;1.26;300;1414430.0
4310;"England";"E05009324";"Island Gardens";"Urban";"Completed";2020;16.79;1.87;399;1066160.0
4311;"England";"E05009325";"Lansbury";"Urban";"Completed";2020;9.72;1.56;360;1270640.0
4312;"England";"E05009326";"Limehouse";"Urban";"Completed";2020;14.33;1.88;349;392442.0
4313;"England";"E05009327";"Mile End";"Urban";"Completed";2020;25.0;2.17;400;1215370.0
4314;"England";"E05009328";"Poplar";"Urban";"Completed";2020;14.57;1.89;350;696170.0
4315;"England";"E05009329";"St Dunstans";"Urban";"Completed";2020;14.24;1.99;309;679284.0
4316;"England";"E05009330";"St Katharines  Wapping";"Urban";"Completed";2020;9.0;1.65;300;1074130.0
4317;"England";"E05009331";"St Peters";"Urban";"Completed";2020;17.04;2.13;311;1084270.0
4318;"England";"E05009332";"Shadwell";"Urban";"Completed";2020;13.33;1.96;300;642929.0
4319;"England";"E05009333";"Spitalfields  Banglatown";"Urban";"Completed";2020;10.1;1.72;307;909258.0
4320;"England";"E05009334";"Stepney Green";"Urban";"Completed";2020;14.9;2.05;302;648413.0
4321;"England";"E05009335";"Weavers";"Urban";"Completed";2020;15.0;2.06;300;675560.0
4322;"England";"E05009336";"Whitechapel";"Urban";"Completed";2020;8.67;1.62;300;960083.0
4349;"England";"E05009367";"Brownswood";"Urban";"Completed";2019;13.3;1.96;300;482648.0
4350;"England";"E05009368";"Cazenove";"Urban";"Completed";2020;12.3;1.9;300;741794.0
4351;"England";"E05009369";"Clissold";"Urban";"Completed";2020;17.3;2.19;300;1011060.0
4352;"England";"E05009370";"Dalston";"Urban";"Completed";2020;12.0;1.87;300;535147.0
4353;"England";"E05009371";"De Beauvoir";"Urban";"Completed";2019;15.3;1.99;328;593648.0
4354;"England";"E05009372";"Hackney Central";"Urban";"Completed";2020;20.44;1.9;450;778614.0
4355;"England";"E05009373";"Hackney Downs";"Urban";"Completed";2020;21.3;2.37;300;1018800.0
4356;"England";"E05009374";"Hackney Wick";"Urban";"Completed";2020;16.94;1.98;360;1634400.0
4357;"England";"E05009375";"Haggerston";"Urban";"Completed";2020;11.7;1.85;300;867524.0
4358;"England";"E05009376";"Homerton";"Urban";"Completed";2020;11.33;1.83;300;805322.0
4359;"England";"E05009377";"Hoxton East  Shoreditch";"Urban";"Completed";2020;7.33;1.51;300;1023880.0
4360;"England";"E05009378";"Hoxton West";"Urban";"Completed";2019;6.31;1.4;301;648271.0
4361;"England";"E05009379";"Kings Park";"Urban";"Completed";2020;16.77;2.12;310;1916360.0
4362;"England";"E05009380";"Leabridge";"Urban";"Completed";2020;14.7;2.04;300;1060070.0
4363;"England";"E05009381";"London Fields";"Urban";"Completed";2020;16.3;2.13;300;1017700.0
4364;"England";"E05009382";"Shacklewell";"Urban";"Completed";2020;10.8;1.39;499;432332.0
4365;"England";"E05009383";"Springfield";"Urban";"Completed";2019;17.0;2.17;300;1213370.0
4366;"England";"E05009384";"Stamford Hill West";"Urban";"Completed";2020;18.3;2.23;300;669968.0
4367;"England";"E05009385";"Stoke Newington";"Urban";"Completed";2020;8.5;1.39;400;962142.0
4368;"England";"E05009386";"Victoria";"Urban";"Completed";2020;17.67;2.2;300;761098.0
4369;"England";"E05009387";"Woodberry Down";"Urban";"Completed";2019;12.7;1.92;300;881065.0
4370;"England";"E05009388";"Abingdon";"Urban";"Completed";2019;16.3;2.13;300;602016.0
4371;"England";"E05009389";"Brompton  Hans Town";"Urban";"Completed";2019;15.0;2.06;300;1068500.0
4372;"England";"E05009390";"Campden";"Urban";"Completed";2019;22.0;2.39;300;1024150.0
4373;"England";"E05009391";"Chelsea Riverside";"Urban";"Completed";2020;20.22;1.89;450;537800.0
4374;"England";"E05009392";"Colville";"Urban";"Completed";2019;16.7;2.15;300;490074.0
4375;"England";"E05009393";"Courtfield";"Urban";"Completed";2020;20.0;1.8;450;614573.0
4376;"England";"E05009394";"Dalgarno";"Urban";"Completed";2019;14.1;2.02;300;890176.0
4377;"England";"E05009395";"Earls Court";"Urban";"Completed";2020;13.0;1.94;300;482448.0
4378;"England";"E05009396";"Golborne";"Urban";"Completed";2020;16.5;1.86;400;558741.0
4379;"England";"E05009397";"Holland";"Urban";"Completed";2019;33.7;2.73;300;983173.0
4380;"England";"E05009398";"Norland";"Urban";"Completed";2019;19.7;2.29;300;519898.0
4381;"England";"E05009399";"Notting Dale";"Urban";"Completed";2019;13.3;1.96;300;557101.0
4382;"England";"E05009400";"Pembridge";"Urban";"Completed";2019;13.3;1.96;300;386727.0
4383;"England";"E05009401";"Queens Gate";"Urban";"Completed";2019;15.7;2.1;300;582410.0
4384;"England";"E05009402";"Redcliffe";"Urban";"Completed";2020;23.62;1.96;470;718821.0
4385;"England";"E05009403";"Royal Hospital";"Urban";"Completed";2019;16.0;2.12;300;909059.0
4386;"England";"E05009404";"St. Helens";"Urban";"Completed";2019;15.3;2.08;300;478422.0
4387;"England";"E05009405";"Stanley";"Urban";"Completed";2020;14.5;1.76;400;724521.0
5241;"England";"E05011096";"Camberwell Green";"Urban";"Completed";2019;13.0;1.94;300;927852.0
5697;"England";"E05011095";"Borough  Bankside";"Urban";"Completed";2019;6.33;1.41;300;1010300.0
5698;"England";"E05011222";"Crayford";"Urban";"Completed";2020;12.67;1.92;300;5104570.0
5702;"England";"E05011097";"Champion Hill";"Urban";"Completed";2019;19.3;2.28;300;1050880.0
5703;"England";"E05011098";"Chaucer";"Urban";"Completed";2020;13.33;1.96;300;750836.0
5704;"England";"E05011099";"Dulwich Hill";"Urban";"Completed";2019;23.0;2.43;300;998829.0
5705;"England";"E05011100";"Dulwich Village";"Urban";"Completed";2019;22.4;1.86;500;2620820.0
5706;"England";"E05011101";"Dulwich Wood";"Urban";"Completed";2019;31.1;1.97;550;3016920.0
5707;"England";"E05011102";"Faraday";"Urban";"Completed";2020;17.22;1.99;360;1101770.0
5708;"England";"E05011103";"Goose Green";"Urban";"Completed";2019;11.0;1.81;300;1155910.0
5709;"England";"E05011104";"London Bridge  West Bermondsey";"Urban";"Completed";2020;10.7;1.78;300;1160250.0
5710;"England";"E05011105";"Newington";"Urban";"Completed";2019;17.0;2.17;300;779173.0
5711;"England";"E05011106";"North Bermondsey";"Urban";"Completed";2020;17.0;2.17;300;935069.0
5712;"England";"E05011107";"North Walworth";"Urban";"Completed";2020;10.33;1.76;300;796381.0
5713;"England";"E05011108";"Nunhead  Queens Road";"Urban";"Completed";2020;25.67;2.52;300;1317620.0
5714;"England";"E05011109";"Old Kent Road";"Urban";"Completed";2020;10.16;1.73;305;1659730.0
5715;"England";"E05011110";"Peckham";"Urban";"Completed";2020;15.33;2.08;300;855516.0
5716;"England";"E05011111";"Peckham Rye";"Urban";"Completed";2020;20.0;2.31;300;1892950.0
5717;"England";"E05011112";"Rotherhithe";"Urban";"Completed";2020;27.33;2.57;300;1412360.0
5718;"England";"E05011113";"Rye Lane";"Urban";"Completed";2020;14.0;2.0;300;1272200.0
5719;"England";"E05011114";"St Georges";"Urban";"Completed";2019;15.0;2.06;300;573163.0
5720;"England";"E05011115";"St Giles";"Urban";"Completed";2019;22.3;2.4;300;1121170.0
5721;"England";"E05011116";"South Bermondsey";"Urban";"Completed";2020;16.19;1.96;352;1201320.0
5722;"England";"E05011117";"Surrey Docks";"Urban";"Completed";2020;21.33;2.37;300;1260590.0
5822;"England";"E05011217";"Barnehurst";"Urban";"Completed";2020;16.0;2.12;300;2130430.0
